	JvRad_Rhipp_204	JvRad_Rhipp_504	JvRad_Rhipp_503	JvRad_Rhipp_402	JvRad_Rhipp_401	JvRad_Rhipp_400	JvRad_Rhipp_203	JvRad_Rhipp_202	JvRad_Rhipp_201	JvRad_Rhipp_200
4930558N11Rik	0	0	0	0	0	0	1	0	0	0
Gm37302	0	0	0	0	0	0	0	0	0	0
Gm44992	0	0	0	0	0	0	0	0	0	0
Gm38199	0	0	0	0	0	0	0	0	0	0
Pin4-ps	6	1	3	0	1	2	0	1	0	0
4933404I11Rik	2	0	0	0	0	0	0	0	0	0
Gm54903	0	0	0	0	0	0	0	0	0	0
Gm28807	0	0	0	0	0	0	0	0	0	0
Gm50466	0	0	0	0	0	0	0	0	0	0
4933402C06Rik	0	0	0	0	0	0	0	0	0	0
A230077H06Rik	590	3	2	3	1	2	0	0	2	0
Gm45008	5	0	0	0	0	0	0	0	0	0
Gm28307	54	0	0	1	0	0	0	0	0	0
Gm25784	0	0	0	0	0	0	0	0	0	0
Vstm2b	1487	8	9	6	5	10	2	6	3	3
Gm29293	0	0	0	0	0	0	0	0	0	0
4930433I11Rik	0	0	0	0	0	0	0	0	0	0
Gm45171	0	0	0	0	0	0	0	0	0	0
Gm38997	0	0	0	0	0	0	0	0	0	0
Gm4884	4	0	0	0	0	0	0	0	0	0
Topbp1-ps2	0	0	0	0	0	0	0	0	0	0
Gm45172	0	0	0	0	0	0	0	0	0	0
1700110I07Rik	0	0	0	0	0	0	0	0	0	0
Gm28061	0	0	0	0	0	0	0	0	0	0
Gm44839	0	0	0	0	0	0	0	0	0	0
Gm9239	0	0	0	0	0	0	0	0	0	0
Gm6820	0	0	0	0	0	0	0	0	0	0
Gm44748	2	0	0	0	0	0	0	0	0	0
Gm5592	0	0	0	0	0	0	0	0	0	0
Gm2128	0	0	0	0	0	0	0	0	0	0
Gm28060	0	0	0	0	0	0	0	0	0	0
Gm28667	0	0	0	0	0	0	0	0	0	0
Gm5896	0	0	0	2	0	1	0	0	1	1
Gm34811	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121284	0	0	0	0	0	0	0	0	0	0
Gm6866	0	0	0	0	0	0	0	0	0	0
Gm45691	0	0	0	0	0	0	0	0	0	0
Gm9244	0	0	0	0	0	0	0	0	0	0
Gm44520	0	0	0	0	0	0	0	0	0	0
Topbp1-ps1	2	0	0	0	0	0	0	0	0	0
Gm2108	0	0	0	0	0	0	0	0	0	0
Gm17791	0	0	0	0	0	0	0	0	1	0
Gm9246	0	0	0	0	0	0	0	0	0	0
AI987944	618	2	4	1	1	3	0	0	0	0
Gm17102	13	0	0	0	0	1	0	0	0	0
Vmn2r57	155	0	0	0	0	0	0	0	0	0
Gm20449	24	0	0	0	0	1	0	0	0	0
Gm44521	2	0	0	0	0	0	0	0	0	0
AW146154	412	0	0	0	1	2	0	1	0	1
Gm15470	0	0	0	0	0	0	0	0	0	0
Gm6871	0	0	0	0	0	0	0	0	0	0
Gm17217	0	0	0	0	0	0	0	0	0	0
Gm45078	0	0	0	0	0	0	0	0	0	0
2610021A01Rik	1375	3	9	8	5	7	0	0	7	2
Zfp788	2078	3	4	3	8	12	2	1	0	2
Gm9252	0	1	4	0	1	2	0	1	0	1
Vmn2r-ps54	6	0	0	0	0	0	0	0	0	0
Gm6872	4	0	2	2	1	1	2	1	0	1
Cd9-ps	0	0	1	0	0	1	0	0	0	1
Vmn2r-ps55	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps56	0	0	0	0	0	0	0	0	0	0
Vmn2r58	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps57	0	0	0	0	0	0	0	0	0	0
Vmn2r59	0	0	0	1	0	0	0	0	1	1
Hmgb1-ps7	18	2	7	1	0	2	1	3	1	1
Gm7224	0	4	2	2	3	2	2	4	1	4
Ccnb1-ps	0	0	0	0	0	0	0	0	0	0
Vmn2r60	0	0	0	0	0	0	0	0	0	0
Gm2308	0	0	1	2	5	0	1	1	0	1
Gm44519	0	0	0	0	2	2	2	0	0	0
Vmn2r61	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps58	0	0	0	0	0	0	0	0	0	0
Gm5594	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps59	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps60	0	0	0	0	0	0	0	0	0	0
4933421I07Rik	0	0	0	0	0	0	0	0	0	0
Gm6887	0	2	3	6	3	3	1	0	1	1
Zfp141	752	1	6	3	2	2	0	1	1	5
Gm19246	4	3	10	4	5	5	1	2	3	2
Gm44523	1	0	0	0	0	0	0	0	0	0
Gm44997	37	0	0	0	0	0	0	0	0	0
Zfp977	66	0	0	0	0	2	0	0	0	0
Gm54949	0	0	0	0	0	0	0	0	0	0
Zfp976	146	1	0	0	1	4	0	0	0	0
Zfp975	226	0	0	1	1	0	0	0	0	0
Gm17067	0	0	0	0	0	0	0	0	0	0
Gm18128	0	0	0	0	0	0	0	0	0	1
Gm6004	0	0	0	0	0	0	0	0	0	0
Vmn2r62	0	0	0	0	0	0	0	0	0	0
Gm2381	0	0	0	0	0	0	0	0	0	0
Gm7211	0	0	0	0	0	0	0	0	0	0
Vmn2r63	0	0	0	0	0	1	0	1	0	0
Gm9266	0	0	0	0	0	0	0	0	1	0
Gm9294	5	7	8	7	5	10	1	5	4	1
Gm54974	0	0	0	0	0	0	0	0	0	0
Vmn2r-ps158	0	0	0	0	0	0	0	0	0	0
Gm44538	0	0	0	0	0	0	0	0	0	0
Gm17768	0	0	0	0	0	0	0	0	0	0
Rpl18a-ps4	0	0	0	0	0	1	0	0	0	0
Gm10351	0	0	0	0	0	0	0	0	0	0
Zfp936	0	0	0	0	0	1	0	0	0	0
Gm54989	0	0	0	0	0	0	0	0	0	0
EU599041	0	0	0	0	0	0	0	0	0	0
Gm35588	0	0	0	0	0	0	0	0	0	0
Zfp715	1897	6	12	6	9	8	1	3	3	1
Gm44539	0	0	0	0	0	0	0	0	0	0
Siglecf	28	0	0	0	0	0	0	0	0	0
Gm10298	0	0	0	0	0	0	0	0	0	0
Gm44540	0	0	0	0	0	0	0	0	0	0
Siglecg	0	1	0	0	0	0	0	0	0	0
Gm52993	0	0	0	0	0	0	0	0	0	0
Gm38999	0	0	0	0	0	0	0	0	0	0
Lim2	0	0	0	0	0	0	0	0	0	0
Nkg7	0	0	0	0	0	0	0	0	0	0
Cldnd2	0	0	0	0	0	0	0	0	0	0
Etfb	262	0	1	0	2	2	0	0	0	0
Etfbl	0	0	0	0	0	0	0	0	0	0
Gm44816	7	0	0	0	0	0	0	0	0	0
Mir7051	1	0	0	0	0	0	0	0	0	0
Vsig10l	184	1	3	1	0	1	0	1	1	0
Iglon5	2336	11	15	9	12	19	4	3	2	1
4931406B18Rik	4	0	0	0	0	0	0	0	0	0
Gm9278	2	0	0	0	0	0	1	1	0	1
Siglecl1	0	0	0	0	0	0	0	0	0	0
Cd33	728	1	1	3	3	3	0	0	0	1
Gm44818	0	0	0	0	0	0	0	0	0	0
Zfp658	563	5	3	5	0	4	1	2	1	0
Zfp719	1025	2	5	2	4	6	0	2	3	1
Zfp819	14	0	0	0	0	0	0	0	0	0
Ceacam18	3	0	0	0	0	0	0	0	0	0
Siglece	76	0	1	1	0	0	0	1	0	0
Gm36546	0	0	0	0	0	0	0	0	0	0
Ctu1	404	1	0	1	1	2	0	2	2	1
Klk14	2	0	0	0	0	0	0	0	0	0
Gm44817	2	0	0	0	0	0	0	0	0	0
2310002F09Rik	266	0	1	0	2	0	0	0	0	0
Klk13	23	0	0	0	0	1	0	0	0	0
Gm44814	0	0	0	0	0	0	0	0	0	0
Klk12	2	0	0	0	0	0	0	0	0	0
Klk11	7	0	0	0	0	0	0	0	0	0
Klk10	36	0	0	0	0	2	0	0	0	0
Klk9	4	0	0	0	0	0	0	0	0	0
Klk8	539	1	4	3	3	9	1	1	1	2
Klk7	36	0	0	0	0	0	0	0	0	0
Klk6	92	3	0	1	0	3	0	0	0	0
Klk5	0	0	0	0	0	0	0	0	0	0
Gm44707	0	0	0	0	0	0	0	0	0	0
Gm45173	0	0	0	0	0	0	0	0	0	0
Klk4	0	0	0	0	0	0	0	0	0	0
Klk2-ps	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121302	4	0	0	0	0	0	0	0	0	0
Klk15	0	0	0	0	0	0	0	0	0	0
Gm44756	0	0	0	0	0	0	0	0	0	0
Klk1b7-ps	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121303	0	0	0	0	0	0	0	0	0	0
Gm44945	0	0	0	0	0	0	0	0	0	0
Klk1b8	0	0	0	0	0	0	0	0	0	0
Klk1b2-ps	0	0	0	0	0	0	0	0	0	0
Klk1b1	0	0	0	0	0	0	0	0	0	0
Gm45198	0	0	0	0	0	0	0	0	0	0
Klk1b9	8	0	0	0	0	0	0	0	0	0
Gm45135	0	0	0	0	0	0	0	0	0	0
Klk1b10-ps	0	0	0	0	0	0	0	0	0	0
Klk1b11	0	0	0	0	0	0	0	0	0	0
Gm45195	0	0	0	0	0	0	0	0	0	0
Klk1b12-ps	0	0	0	0	0	0	0	0	0	0
Klk1b26	0	0	0	0	0	0	0	0	0	0
Klk1b18-ps	0	0	0	0	0	0	0	0	0	0
Klk1b28-ps	0	0	0	0	0	0	0	0	0	0
Gm45196	0	0	0	0	0	0	0	0	0	0
Klk1b19-ps	0	0	0	0	0	0	0	0	0	0
Klk1b27	0	0	0	0	0	0	0	0	0	0
Gm45197	0	0	0	0	0	0	0	0	0	0
Klk1b14-ps	0	0	0	0	0	0	0	0	0	0
Gm45026	0	0	0	0	0	0	0	0	0	0
Klk1b15-ps	0	0	0	0	0	0	0	0	0	0
Gm45125	0	0	0	0	0	0	0	0	0	0
Klk1b21	0	0	0	0	0	0	0	0	0	0
Gm45127	0	0	0	0	0	0	0	0	0	0
Klk1b22	0	0	0	0	0	0	0	0	0	0
Gm45126	0	0	0	0	0	0	0	0	0	0
Gm45122	0	0	0	0	0	0	0	0	0	0
Klk1b23-ps	0	0	0	0	0	0	0	0	0	0
Klk1b16	0	0	0	0	0	0	0	0	0	0
Gm45136	0	0	2	1	0	0	2	0	0	0
Klk1b24	0	0	0	0	0	0	0	0	0	0
Gm44779	0	0	0	0	0	0	0	0	0	0
Klk1b3	0	0	0	0	0	0	0	0	0	0
Gm44605	6	0	0	0	0	0	0	0	0	0
Klk1b4	0	0	0	0	0	0	0	0	0	0
Gm45134	0	0	0	0	0	0	0	0	0	0
Klk1b5	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121308	12	0	0	0	0	0	0	0	0	0
Gm10109	1	0	0	0	0	0	0	0	0	0
Klk1	4	0	0	0	0	0	0	0	0	0
1700028J19Rik	62	0	0	0	0	1	1	0	1	0
Gm36864	6	0	0	0	0	0	0	0	0	0
Gm55192	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	2385	10	15	12	13	32	5	4	6	6
Gm28496	5	1	0	0	0	0	0	0	0	0
Gm26247	0	0	0	0	0	0	0	0	0	0
Snord88c	46	0	0	0	0	0	0	0	0	0
Snord88a	0	0	0	0	0	0	0	0	0	0
Gm23991	0	0	0	0	0	0	0	0	0	0
Acp4	2	0	0	0	0	0	0	0	0	0
Gm15517	0	0	0	0	0	0	0	0	0	0
Gm18905	2	0	0	0	0	0	0	0	0	0
Gm18307	0	0	0	0	0	0	0	0	0	0
Gm7238	2	0	0	0	0	0	0	0	0	0
Clec11a	348	0	6	1	1	3	1	0	1	2
Shank1	62186	265	548	323	391	711	128	153	124	93
Gm44757	2	0	0	0	0	0	0	0	0	0
1700008O03Rik	154	0	3	5	6	3	1	4	1	4
Gm44780	6	0	0	0	0	0	0	0	0	0
Syt3	3419	25	27	23	29	37	13	8	2	4
Gm45124	195	3	0	1	2	0	0	0	0	0
Lrrc4b	7089	26	57	43	42	89	27	27	14	20
Aspdh	245	3	0	2	0	1	1	0	1	1
Josd2	4701	43	37	29	39	58	11	8	6	9
Mir7052	42	1	0	1	0	2	0	0	0	0
5430431A17Rik	54	1	2	0	0	1	0	0	0	1
Emc10	8277	35	72	50	65	120	23	32	21	22
Garin5a	279	0	1	1	2	5	0	0	2	0
Gm44646	54	1	0	0	0	0	0	0	0	0
Mybpc2	22	0	0	1	0	1	0	0	0	0
Spib	2	0	1	0	1	0	0	0	0	1
Pold1	540	8	8	3	5	8	0	1	2	0
Mir7053	0	0	0	0	0	0	0	0	0	0
Gm44833	0	0	0	0	0	0	0	0	0	0
Nr1h2	2631	19	27	31	24	40	10	11	12	5
Napsa	42	1	2	3	2	0	0	0	0	0
Gm15396	9	1	1	3	2	3	0	3	3	4
Kcnc3	11075	72	88	73	92	131	50	43	24	28
Gm44832	89	0	0	0	0	1	0	1	1	0
Myh14	2874	31	46	33	31	38	8	12	14	10
Gm18256	0	0	1	0	0	0	1	0	0	0
2310016G11Rik	40	1	2	0	0	1	0	0	0	0
Izumo2	0	0	0	0	0	0	0	0	0	0
Zfp473	41	0	1	1	0	1	1	0	1	1
Vrk3	1357	9	12	9	16	17	6	8	8	4
Gm29791	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000121843	0	0	0	0	0	0	0	0	0	0
Atf5	1497	10	22	15	12	32	5	2	11	3
Nup62	985	6	13	6	9	10	3	11	5	3
Il4i1	10	0	0	0	0	0	0	0	0	0
Tbc1d17	2770	25	26	28	31	40	14	10	8	13
Akt1s1	1653	14	15	18	10	24	4	12	9	10
Mir707	0	0	0	0	0	0	0	0	0	0
Gm57218	34	0	0	0	0	0	0	0	1	0
Pnkp	1512	22	14	16	9	19	2	9	4	6
Ptov1	7956	71	77	65	91	119	32	40	38	29
Med25	6484	62	100	85	75	121	39	33	25	22
D7Bwg0826e	22	1	0	4	3	1	0	0	0	0
Fuz	1115	10	15	13	9	15	1	4	2	2
Ap2a1	10783	58	108	84	97	145	30	56	37	55
Tsks	39	0	0	0	2	1	0	0	0	0
Cpt1c	7556	51	68	61	56	105	27	33	24	28
6530437J22Rik	18	0	0	0	0	0	0	0	0	0
Prmt1	2863	30	34	21	30	37	16	18	7	12
Gm15545	80	1	4	1	1	0	0	0	2	0
Bcl2l12	86	0	0	1	2	2	0	0	0	0
Irf3	2106	18	15	19	8	15	0	3	12	3
Scaf1	12726	102	181	140	118	224	51	56	63	55
Mir7054	1	0	0	0	0	0	0	0	0	0
Rras	670	3	8	16	11	9	1	3	2	4
Prr12	5101	39	64	54	36	83	31	24	31	14
Prrg2	261	3	5	2	2	8	0	2	0	0
Nosip	1568	12	16	22	15	24	3	6	4	9
Rcn3	247	5	2	15	6	3	2	5	2	3
Gm45669	0	0	0	0	0	0	0	0	0	0
Fcgrt	1186	11	10	15	13	20	2	6	2	5
Mir150	0	0	0	0	0	0	0	0	0	0
Gm45552	112	2	1	0	1	0	1	0	1	0
Rps11	7346	61	126	86	68	126	15	34	27	21
Snord35b	0	0	0	0	0	0	0	0	0	0
Gm57230	20	0	1	0	0	0	0	0	0	0
Rpl13a	1303	12	19	8	12	16	6	12	4	5
Gm45713	0	0	0	0	0	0	0	0	0	0
Snord35a	19	0	0	0	0	0	0	0	0	0
Snord34	15	0	0	0	0	0	0	0	0	0
Snord33	0	0	0	0	0	0	0	0	0	0
Mir5121	0	0	0	0	0	0	0	0	0	0
Snord32a	22	0	1	0	0	1	0	0	0	0
Flt3l	305	3	1	1	2	3	0	1	0	1
Aldh16a1	260	5	3	3	3	7	0	0	1	0
Pih1d1	1144	5	9	10	3	15	3	5	6	1
Slc17a7	74216	340	695	529	574	945	230	299	159	223
Mir7055	0	0	0	0	0	0	0	0	0	0
Gfy	25	0	0	1	0	1	0	0	0	0
Pth2	3	0	0	0	0	0	0	0	0	0
Kash5	229	1	1	4	1	2	0	2	1	1
Dkkl1	219	0	3	0	0	2	0	1	0	1
Tead2	200	5	2	3	1	6	0	1	6	3
Cd37	313	3	5	5	5	9	1	2	1	1
Slc6a16	43	1	1	0	0	1	0	0	0	1
Gm23585	0	0	0	0	0	0	0	0	0	0
Slc6a21	12	0	0	0	0	0	0	0	0	0
Trpm4	748	5	15	10	8	10	3	5	6	3
Rpl14-ps1	92	27	61	55	52	56	25	35	22	34
Hrc	26	0	1	1	0	0	1	1	0	0
Ppfia3	13709	89	203	132	143	209	47	37	44	55
Mtag2	21	0	0	2	0	2	0	0	0	0
Lin7b	1074	7	11	9	12	19	2	5	7	5
Gm45619	162	3	1	1	1	4	1	0	0	1
Snrnp70	25590	213	255	266	249	429	90	103	102	77
Gm56109	37	0	0	0	0	0	0	0	0	0
Kcna7	2	0	0	0	0	0	0	0	0	0
Ntf5	2	0	0	1	0	1	0	0	0	0
Lhb	90	0	1	2	2	4	1	0	0	0
Ruvbl2	1186	11	18	21	14	22	3	3	5	4
Gys1	1468	4	22	25	8	20	3	7	4	11
Ftl1	4356	26	52	38	45	67	15	19	22	15
Gm56125	0	0	0	0	0	0	0	0	0	0
Gm10252	12	1	0	0	0	0	1	0	1	0
Bax	1303	8	14	10	13	13	4	6	3	7
Gm45808	0	0	0	0	0	0	0	0	0	0
Dhdh	737	11	13	14	7	10	4	7	2	6
Tulp2	16	0	0	0	0	0	0	0	0	0
Nucb1	3949	38	34	63	37	78	19	21	24	25
Gm45478	0	0	0	0	0	0	0	2	0	0
Gm57220	8	0	0	0	0	0	0	0	0	0
Ppp1r15a	914	7	9	10	8	7	2	2	5	2
Plekha4	156	1	10	3	1	4	0	1	1	2
Gm45564	9	2	0	0	0	2	0	0	2	0
Hsd17b14	2	0	0	0	0	0	0	0	0	0
0610005C13Rik	69	0	1	0	5	1	2	0	0	2
Bcat2	1139	11	14	10	12	10	4	5	3	1
Gm31479	29	0	0	0	1	0	0	0	0	0
Fgf21	0	0	0	0	0	0	0	0	0	0
Fut1	4	1	1	0	0	0	0	0	1	0
Izumo1	5	0	0	0	0	0	0	0	0	0
Rasip1	175	0	1	2	4	1	1	0	1	0
Gm45437	39	0	0	0	1	1	0	0	0	0
A030001D20Rik	664	4	6	3	1	4	0	1	0	2
Mamstr	109	0	0	1	1	3	0	1	1	0
Fut2	33	1	0	0	0	2	0	0	0	1
Sec1	341	3	2	4	2	6	0	0	0	0
Ntn5	497	1	4	3	4	4	1	4	2	2
Car11	10022	50	109	69	91	130	28	28	28	40
Dbp	2339	26	27	24	24	54	12	13	15	12
Sphk2	1741	22	14	10	14	23	3	6	3	6
Rpl18	6123	44	81	63	52	115	24	23	22	20
Fam83e	10	0	0	0	0	0	0	0	0	0
Spaca4	0	0	0	0	0	0	0	0	0	0
Sult2b1	735	1	11	2	6	4	0	0	2	1
Gm31597	7	0	0	0	0	0	0	0	0	0
Lmtk3	19556	126	158	162	160	258	48	52	57	41
Cyth2	3669	28	32	27	21	36	4	4	8	9
Gm45444	0	0	0	0	0	0	0	0	0	0
Kcnj14	118	1	0	1	1	2	0	0	0	0
Grwd1	458	5	2	3	4	7	4	0	2	2
Gm45441	203	3	1	0	2	0	0	1	0	0
Grin2d	876	4	9	3	6	2	3	6	1	5
Kdelr1	2963	11	24	21	12	30	7	9	5	4
Gm56237	0	0	1	0	0	0	0	0	0	0
Syngr4	21	0	0	0	0	0	0	0	0	0
Tmem143	1008	5	12	7	6	11	4	5	1	5
Emp3	83	0	0	3	1	2	0	0	0	0
Gm45442	11	0	0	0	0	0	0	0	0	0
Odad1	467	3	3	3	9	10	6	0	4	3
Gm9712	0	6	7	11	5	7	4	3	9	5
Abcc6	137	0	1	1	2	2	0	0	0	0
Gm45674	0	0	0	0	0	0	0	0	0	0
Nomo1	6954	22	51	43	49	74	15	18	17	20
Gm18706	55	0	1	0	0	0	1	1	0	0
Kcnj11	2173	6	13	11	11	11	1	2	5	3
Abcc8	2975	11	13	11	15	28	4	10	9	6
Gm45487	17	0	0	0	0	1	0	0	0	0
Gm45486	8	0	0	0	0	0	0	0	0	0
Ush1c	5	0	0	0	0	0	0	0	0	0
Gm9860	6	0	0	0	0	0	0	0	0	0
Otog	2	0	0	0	0	0	0	0	0	0
1700025L06Rik	0	0	0	0	0	0	0	0	0	0
Myod1	6	0	0	0	0	1	0	0	0	0
Kcnc1	9314	47	53	28	32	76	16	15	15	13
Sergef	1254	7	8	7	2	14	0	0	4	1
Gm22969	10	0	0	0	0	0	0	0	0	0
Gm45311	46	0	0	0	1	0	0	0	0	0
Gm15700	0	0	0	0	0	0	0	0	0	0
Gm45310	2	0	0	0	0	0	0	0	0	0
Tph1	14	0	0	0	1	1	0	1	0	0
Gm45629	121	0	1	0	1	0	0	0	1	0
Saal1	727	3	6	4	8	7	1	1	0	2
Saa3	2	0	0	0	0	0	0	0	1	0
Saa4	0	0	0	0	0	0	0	0	0	0
Saa-ps	0	0	0	0	0	0	0	0	0	0
Saa1	8	0	0	0	0	0	0	0	0	0
Saa2	4	0	0	0	0	0	0	0	0	0
Hps5	1511	4	12	7	11	9	3	1	2	0
Gm45309	36	0	0	0	0	0	0	0	0	0
Gtf2h1	2078	9	24	19	8	22	5	14	12	11
Gm9392	19	0	4	2	2	1	1	4	1	1
Gm5331	0	0	1	0	0	0	0	3	0	0
Ldha	11176	72	147	99	71	113	66	75	44	55
Ldhc	0	0	0	0	0	0	0	0	0	0
Tsg101	3003	17	9	12	9	28	8	8	4	7
Gm45628	0	0	0	0	1	0	0	0	0	0
Uevld	774	4	10	4	5	8	4	6	1	7
Gm45737	40	0	0	0	0	0	0	0	0	0
Gm19248	12	1	4	1	0	0	4	5	2	1
C86187	6	0	0	0	0	0	0	0	0	1
Gm31941	0	0	0	0	0	0	0	0	0	0
Misfa	5	0	0	0	0	0	0	0	0	0
Spty2d1	1011	4	5	4	2	10	0	2	0	1
Gm32031	126	1	3	2	0	0	0	0	1	0
Gm45474	0	0	0	0	0	0	0	0	0	0
Tmem86a	606	6	9	10	5	17	0	1	8	1
LOC102637012	2	0	0	0	0	0	0	0	0	0
Ptpn5	10607	41	65	40	41	83	10	16	14	16
Mir7056	16	0	0	0	0	0	0	0	0	0
Gm14377	7	0	0	0	0	0	0	0	0	0
Gm44969	2	0	0	0	0	0	0	0	0	0
Mrgpra6	0	0	0	0	0	0	0	0	0	0
Mrgpra9	0	0	0	0	0	0	0	0	0	0
Mrgprx3-ps	0	0	0	0	0	0	0	0	0	0
Mrgpra1	0	0	0	0	0	0	0	0	0	0
Gm45085	0	0	0	1	0	0	0	0	0	0
Gm29479	0	0	0	0	0	0	0	0	0	0
Gm25326	0	0	0	0	0	0	0	0	0	0
Mrgpra2a	0	0	0	0	0	0	0	0	0	0
Mrgpra2b	0	0	0	0	0	0	0	0	0	0
Gm7255	0	0	0	0	0	0	0	0	0	0
Mrgprc4-ps	0	0	0	0	0	0	0	0	0	0
Mrgpra14	0	0	0	0	0	0	0	0	0	0
Gm9322	0	0	0	0	0	0	0	0	0	0
Mrgpra3	2	0	0	0	0	0	0	0	0	0
Mrgprc1-ps	0	0	0	0	0	0	0	0	0	0
Gm2707	0	0	0	0	0	0	0	0	0	0
Gm28288	0	0	0	0	0	0	0	0	0	0
Mrgprc3-ps	0	0	0	0	0	0	0	0	0	0
Gm5733	0	0	0	0	0	0	0	0	0	0
Gm56336	0	0	0	0	0	0	0	0	0	0
Gm18348	0	0	0	0	0	0	0	0	0	0
Gm29563	0	0	0	0	0	0	0	0	0	0
Mrgprc7-ps	0	0	0	0	0	0	0	0	0	0
Gm18349	0	0	0	0	0	0	0	0	0	0
Mrgpra18-ps	0	0	0	0	0	0	0	0	0	0
Gm18350	0	0	0	0	0	0	0	0	0	0
Gm5734	0	0	0	0	0	0	0	0	0	0
Mrgprc2-ps	0	0	0	0	0	0	0	0	0	0
Mrgpra4	0	0	0	0	0	0	0	0	0	0
Mrgprx1	0	0	0	0	0	0	0	0	0	0
Mrgprb7-ps	0	0	0	0	0	0	0	0	0	0
Gm28666	0	0	0	0	0	0	0	0	0	0
Mrgprb12-ps	0	0	0	0	0	0	0	0	0	0
Gm18351	0	0	0	0	0	0	0	0	0	0
Gm28665	0	0	0	0	0	0	0	0	0	0
Mrgprb5	0	0	0	0	0	0	0	0	0	0
Gm18352	0	0	0	0	0	0	0	0	0	0
Mrgprb4	0	0	0	0	0	0	0	0	0	0
Gm26950	0	0	0	0	0	0	0	0	0	0
Gm18356	0	0	0	0	0	0	0	0	0	0
Mrgprb13	0	0	0	0	0	0	0	0	0	0
Gm18357	0	0	0	0	0	0	0	0	0	0
Mrgprb8	0	0	0	0	0	0	0	0	0	0
Mrgprb1	0	0	0	0	0	0	0	0	0	0
Mrgprx2	0	0	0	0	0	0	0	0	0	0
Mrgprb2	0	0	0	0	0	0	0	0	0	0
Mrgprb9-ps	0	0	0	0	0	0	0	0	0	0
Gm18353	0	0	0	0	0	0	0	0	0	0
Mrgprb3	0	0	0	0	0	0	0	0	0	0
Mrgprb11-ps	0	0	0	0	0	0	0	0	0	0
Gm45086	0	0	0	0	0	0	0	0	0	0
Zdhhc13	974	4	11	0	2	3	2	0	1	3
Gm45041	14	0	0	0	0	0	0	0	0	0
Csrp3	0	0	0	0	0	0	0	0	0	0
E2f8	12	0	0	0	0	0	0	0	0	0
Gm2788	2	0	0	0	0	0	0	0	0	0
Gm45282	0	0	0	0	0	0	0	0	0	0
Nav2	5462	16	27	20	18	40	9	6	10	2
Gm18559	0	0	0	0	0	0	0	0	0	0
Gm45207	0	0	0	0	0	0	0	0	0	0
Gm32849	8	0	0	0	0	0	0	0	0	0
9130015G15Rik	0	0	0	0	0	0	0	0	0	0
Gm37613	0	0	0	0	0	0	0	0	0	0
Gm44913	6	0	1	0	1	1	0	0	0	0
Gm38059	0	0	0	0	0	0	0	0	0	0
Dbx1	0	0	0	0	0	0	0	0	0	0
Htatip2	350	1	2	0	3	4	1	0	0	1
Prmt3	1260	1	9	2	1	3	3	1	3	2
Gm44822	12	0	0	0	0	0	0	0	0	0
Slc6a5	4	0	0	0	0	0	0	0	0	0
Nell1	2006	6	5	6	11	10	5	5	2	3
Nell1os	0	0	0	0	0	0	0	0	0	0
4933405O20Rik	0	0	0	0	0	0	0	0	0	0
Gm9343	0	0	0	0	0	0	0	0	0	0
Gm21032	0	0	0	0	0	0	0	0	0	0
Gm21033	0	0	0	0	0	0	0	0	0	0
Gm21034	0	0	0	0	0	0	0	0	0	0
Gm21035	0	0	0	0	0	0	0	0	0	0
Gm21036	0	0	0	0	0	0	0	0	0	0
Gm21037	0	0	0	0	0	0	0	0	0	0
Gm16478	0	0	0	0	1	0	0	0	0	0
Gm45002	0	0	0	0	0	0	0	0	0	0
Gm9354	2	18	26	25	23	25	23	18	13	19
Ano5	102	0	0	0	2	1	0	0	0	0
Slc17a6	1236	13	14	7	6	5	2	3	4	2
Gm45072	0	0	0	0	0	0	0	0	0	0
Gm42402	0	2	1	5	3	3	5	2	1	1
Gm7336	0	24	24	42	33	41	33	36	14	30
Gm29296	1	0	0	0	0	0	0	0	0	0
Gm45001	32	0	0	0	1	1	0	0	0	1
Gm45235	116	0	0	0	0	0	0	0	0	0
Fancf	99	0	2	0	1	0	0	0	0	0
Gas2	579	1	3	2	1	2	0	0	0	0
Svip	4951	13	31	19	12	28	3	3	1	1
Ccdc179	0	0	0	0	0	0	0	0	0	0
Gm9357	0	0	0	0	0	0	0	0	0	0
Gm56351	0	0	0	0	0	0	0	0	0	0
Gm44683	0	0	0	0	0	0	0	0	0	0
Gm20074	0	0	0	0	0	0	0	0	0	0
Gm6181	0	0	1	0	1	0	0	0	0	0
Gm22444	2	0	0	0	0	0	0	0	0	0
Mir6238	0	0	0	0	0	0	0	0	0	0
Gm44682	0	0	0	0	0	0	0	0	0	0
Gm56353	0	0	0	0	0	0	0	0	0	0
Gm56354	0	0	0	0	0	0	0	0	0	0
Gm5776	8	0	2	1	2	0	1	1	0	0
Gm6290	0	0	0	0	0	0	0	0	0	0
